branch_id,cert,bank_name,address,city,state,zip,deposit,branch_name,established_date,latitude,longitude,county,risk_score,risk_score
25,29613,Rosedale Federal Savings and Loan Association,6708 Belair Rd,Nottingham,Maryland,21236,83169,Overlea Branch,6/30/2009,39.35602402,-76.52954898,Baltimore,95.19567292,High
26,29613,Rosedale Federal Savings and Loan Association,6810 York Rd,Nottingham,Maryland,21236,77374,Towson Branch,1884-04-04,39.37811302,-76.60897396,Baltimore,95.19567292,High
27,29613,Rosedale Federal Savings and Loan Association,1301 Merritt Blvd,Nottingham,Maryland,21236,32315,Dundalk Branch,10/9/2018,39.280204,-76.50468599,Baltimore,95.19567292,High
28,29613,Rosedale Federal Savings and Loan Association,1730 York Rd,Nottingham,Maryland,21236,42440,Rosedal Federal- Timonium Branch,2/28/2022,39.42846399,-76.62103996,Baltimore,95.19567292,High
29,29613,Rosedale Federal Savings and Loan Association,5424 Carville Ave,Nottingham,Maryland,21236,66915,5424 Carville Ave Branch,1/1/1926,39.247652,-76.69411599,Baltimore,95.19567292,High
30,29613,Rosedale Federal Savings and Loan Association,3820 Mountain Rd,Nottingham,Maryland,21236,23960,Pasadena Branch,6/30/1988,39.12407501,-76.523355,Baltimore,95.19567292,High
31,29613,Rosedale Federal Savings and Loan Association,2001 E Joppa Rd,Nottingham,Maryland,21236,55409,Parkville Branch,7/7/2022,39.398661,-76.54372797,Baltimore,95.19567292,High
32,29613,Rosedale Federal Savings and Loan Association,"9616A Belair Road, Suite A",Nottingham,Maryland,21236,20,Www.Rosedalefederal.Com Branch,6/1/2024,39.41352999,-76.46406997,Baltimore,95.19567292,High
33,29613,Rosedale Federal Savings and Loan Association,8552 Philadelphia Rd,Nottingham,Maryland,21236,133278,Rosedale Branch,1/1/1908,39.333536,-76.49644297,Baltimore,95.19567292,High
34,31267,Homewood Federal Savings Bank,3228 Eastern Ave # 30,Baltimore,Maryland,21224,47615,Homewood Federal Savings Bank,1/1/1916,39.28672601,-76.57051201,Baltimore,95.19567292,High
35,32360,"Eastern Savings Bank, FSB",11350 Mccormick Rd,Hunt Valley,Maryland,21031,80289,"Eastern Savings Bank, Fsb",5/29/1905,39.49297698,-76.659817,Baltimore,95.19567292,High
36,32360,"Eastern Savings Bank, FSB",1417 Reisterstown Rd,Hunt Valley,Maryland,21031,70748,1417 Reistertown Road Branch,6/30/1986,39.37673499,-76.72461397,Baltimore,95.19567292,High
37,32527,BayVanguard Bank,100 Pine St,Baltimore,Maryland,21219,46853,The Hurlock Branch,11/15/1973,38.629426,-75.86054704,Baltimore,95.19567292,High
38,32527,BayVanguard Bank,8707 Commerce Dr,Baltimore,Maryland,21219,15989,Glebe Road Branch,10/20/2008,38.78808399,-76.07883602,Baltimore,95.19567292,High
39,32527,BayVanguard Bank,304 High St,Baltimore,Maryland,21219,126354,High Street Branch,10/31/2020,38.571499,-76.07672403,Baltimore,95.19567292,High
40,1895,Farmers and Merchants Bank,735 Hanover Pike,Upperco,Maryland,21155,76856,Hampstead Branch,4/23/1990,39.594525,-76.84550297,Baltimore,95.19567292,High
41,1895,Farmers and Merchants Bank,1321 Liberty Rd,Upperco,Maryland,21155,105786,Eldersburg Branch,10/1/2020,39.403213,-76.94932399,Baltimore,95.19567292,High
42,1895,Farmers and Merchants Bank,"22 West Pennsylvania Avenue, Suite 100",Upperco,Maryland,21155,2423,Towson Commercial Banking Office Branch,6/24/2024,39.40084398,-76.60391599,Baltimore,95.19567292,High
43,1895,Farmers and Merchants Bank,2320 Hanover Pike,Upperco,Maryland,21155,38327,Greenmount Branch,2/28/1995,39.63631302,-76.86943297,Baltimore,95.19567292,High
44,1895,Farmers and Merchants Bank,25 Westminster Pike,Upperco,Maryland,21155,78865,Reisterstown Branch,6/14/1999,39.47016702,-76.83127201,Baltimore,95.19567292,High
45,1895,Farmers and Merchants Bank,9320 Lakeside Blvd,Upperco,Maryland,21155,51061,Owings Mills Branch,3/15/2004,39.39969901,-76.79786401,Baltimore,95.19567292,High
46,1895,Farmers and Merchants Bank,275 Clifton Blvd,Upperco,Maryland,21155,85340,Westminster Branch,7/14/2011,39.583883,-76.98476896,Baltimore,95.19567292,High
47,1895,Farmers and Merchants Bank,205 Saint Mark Way,Upperco,Maryland,21155,7199,Carroll Lutheran Village Branch,7/2/2018,39.56420899,-77.04470401,Baltimore,95.19567292,High
48,29613,Rosedale Federal Savings and Loan Association,1009 E Churchville Rd,Nottingham,Maryland,21236,62774,Bel Air Branch,1/1/1908,39.54300102,-76.32609303,Baltimore,95.19567292,High
49,32527,BayVanguard Bank,125 Mountain Rd,Baltimore,Maryland,21219,58198,Mountain Rd Branch,1/1/2022,39.13302101,-76.57976102,Baltimore,95.19567292,High
50,34294,CFG Bank,11 W Ridgely Rd,Lutherville,Maryland,21093,4279060,Cfg Bank,12/1/1997,39.42940201,-76.62267502,Baltimore,95.19567292,High
51,34294,CFG Bank,1615 Thames St,Lutherville,Maryland,21093,65201,Baltimore Branch,12/1/1997,39.28101399,-76.59384102,Baltimore,95.19567292,High
52,34294,CFG Bank,107 Forbes St,Lutherville,Maryland,21093,145872,Annapolis Branch,4/1/2022,38.98835401,-76.50459002,Baltimore,95.19567292,High
53,4865,Sandy Spring Bank,9707 Old Georgetown Rd,Olney,Maryland,20832,15414,Maplewood Branch Office,12/2/2013,39.01493399,-77.11659904,Montgomery,93.89118676,High
54,4865,Sandy Spring Bank,647 New York Ave Nw,Olney,Maryland,20832,30179,New York Avenue Solutions Center Branch,2/16/2021,38.90344751,-77.0210652,Montgomery,93.89118676,High
55,4865,Sandy Spring Bank,12276 Clarksville Pike,Olney,Maryland,20832,414505,Clarksville Branch,11/1/1982,39.20978701,-76.940294,Montgomery,93.89118676,High
56,4865,Sandy Spring Bank,11636 Plaza America Dr,Olney,Maryland,20832,156549,Reston Branch,4/16/2004,38.95131422,-77.34820225,Montgomery,93.89118676,High
57,4865,Sandy Spring Bank,1025 Connecticut Ave Nw Fl 1,Olney,Maryland,20832,79076,Connecticut Avenue Branch,10/9/1998,38.9033194,-77.03933901,Montgomery,93.89118676,High
58,4865,Sandy Spring Bank,6089 Oxon Hill Rd,Olney,Maryland,20832,37538,Oxon Hill Branch,11/18/1994,38.80496983,-76.9805237,Montgomery,93.89118676,High
59,4865,Sandy Spring Bank,6031 University Blvd,Olney,Maryland,20832,297089,Ellicot City Branch,12/1/2014,39.20968299,-76.795203,Montgomery,93.89118676,High
60,4865,Sandy Spring Bank,26250 Ridge Rd,Olney,Maryland,20832,158647,Damascus Branch,4/1/1987,39.28829698,-77.20691404,Montgomery,93.89118676,High
61,4865,Sandy Spring Bank,"502 Washington Ave, Ste 103",Olney,Maryland,20832,192462,Towson Branch,9/12/2011,39.401566,-76.60541098,Montgomery,93.89118676,High
62,4865,Sandy Spring Bank,7565 Greenbelt Rd,Olney,Maryland,20832,64384,Greenbelt Branch,3/17/1997,38.9921884,-76.87761673,Montgomery,93.89118676,High
63,4865,Sandy Spring Bank,8529 Veterans Hwy,Olney,Maryland,20832,205636,Severna Park Branch,11/4/2011,39.09717999,-76.62386802,Montgomery,93.89118676,High
64,4865,Sandy Spring Bank,9851 Georgetown Pike,Olney,Maryland,20832,334743,Great Falls Branch,9/12/2007,38.99695632,-77.28710002,Montgomery,93.89118676,High
65,4865,Sandy Spring Bank,10985 Baltimore Ave,Olney,Maryland,20832,36865,Beltsville Solutions Center,7/25/2019,39.03337607,-76.90747223,Montgomery,93.89118676,High
66,4865,Sandy Spring Bank,12735 Shoppes Ln,Olney,Maryland,20832,303781,Fair Lakes Branch,11/16/1998,38.86029853,-77.38724734,Montgomery,93.89118676,High
67,4865,Sandy Spring Bank,9113 Manassas Dr,Olney,Maryland,20832,120397,Manassas Park Branch,10/22/2001,38.76809729,-77.44309115,Montgomery,93.89118676,High
68,4865,Sandy Spring Bank,4501 Fairfax Dr,Olney,Maryland,20832,54549,Ballston Branch,6/16/2003,38.88254502,-77.11534502,Montgomery,93.89118676,High
69,4865,Sandy Spring Bank,319 Main St,Olney,Maryland,20832,187547,Laurel Branch,10/23/2017,39.10467953,-76.84457459,Montgomery,93.89118676,High
70,4865,Sandy Spring Bank,13081 Worldgate Dr,Olney,Maryland,20832,40758,Herndon Branch,11/5/2001,38.95743804,-77.40178793,Montgomery,93.89118676,High
71,4865,Sandy Spring Bank,3801 International Dr,Olney,Maryland,20832,167489,Leisureworld Plaza Branch,8/3/1987,39.10407398,-77.07542503,Montgomery,93.89118676,High
72,4865,Sandy Spring Bank,14941 Shady Grove Rd,Olney,Maryland,20832,76053,Shady Grove Branch,2/19/2014,39.09792526,-77.19348175,Montgomery,93.89118676,High
73,4865,Sandy Spring Bank,1356 Chain Bridge Rd,Olney,Maryland,20832,122666,Mclean Branch,10/6/2014,38.93806528,-77.17565751,Montgomery,93.89118676,High
74,4865,Sandy Spring Bank,115 N Washington St,Olney,Maryland,20832,59495,Alexandria Branch,2/8/2015,38.80546499,-77.046514,Montgomery,93.89118676,High
75,4865,Sandy Spring Bank,"9812 Falls Rd, Ste 125",Olney,Maryland,20832,123815,Potomac Branch,3/28/2016,39.01757501,-77.21104297,Montgomery,93.89118676,High
76,4865,Sandy Spring Bank,2095 Chain Bridge Rd,Olney,Maryland,20832,146123,New Tysons Corner Branch,12/15/2003,38.91553057,-77.23850158,Montgomery,93.89118676,High
77,32363,"Presidential Bank, FSB",11640 Rockville Pike,Bethesda,Maryland,20814,53932,Rockville Branch,11/15/1995,39.04802202,-77.114192,Montgomery,93.89118676,High
78,32363,"Presidential Bank, FSB",4520 East West Hwy,Bethesda,Maryland,20814,124613,"Presidential Bank, Fsb",4/15/1985,38.98459498,-77.09198801,Montgomery,93.89118676,High
79,34742,EagleBank,4420 Fairfax Dr,Bethesda,Maryland,20814,146478,Ballston Branch,8/17/2011,38.88177602,-77.11441303,Montgomery,93.89118676,High
80,57614,Forbright Bank,"4445 Willard Ave, Ste 1000",Potomac,Maryland,20854,0,Administrative Office Branch,3/28/2008,38.96210998,-77.08738701,Montgomery,93.89118676,High
81,57614,Forbright Bank,"150 Elden St, Ste 170",Potomac,Maryland,20854,91610,Herndon Branch,10/17/2005,38.96714642,-77.36770216,Montgomery,93.89118676,High
82,57614,Forbright Bank,7963 Tuckerman Ln,Potomac,Maryland,20854,4923600,Forbright Bank,10/17/2003,39.04105699,-77.156803,Montgomery,93.89118676,High
83,35278,"Capital Bank, National Association",1 Church St,Rockville,Maryland,20850,1481425,Rockville Branch,10/9/2018,39.083081,-77.14622202,Montgomery,93.89118676,High
84,35278,"Capital Bank, National Association","1900 Campus Commons Drive, Suite 103, None",Rockville,Maryland,20850,230096,Reston Branch,6/18/2018,38.94474201,-77.33683388,Montgomery,93.89118676,High
85,35278,"Capital Bank, National Association","6711 Columbia Gateway Dr, Ste 170",Rockville,Maryland,20850,176901,Columbia Branch,6/21/2017,39.18508001,-76.80628396,Montgomery,93.89118676,High
86,35278,"Capital Bank, National Association","1400 W St Nw Ste 170, Suite 170",Rockville,Maryland,20850,215921,1400 W Street Branch,8/1/2006,38.91899544,-77.03248295,Montgomery,93.89118676,High
87,35278,"Capital Bank, National Association",2275 Research Blvd,Rockville,Maryland,20850,0,"Capital Bank, National Association",12/14/1999,39.102279,-77.18186296,Montgomery,93.89118676,High
88,34742,EagleBank,1425 K St Nw,Bethesda,Maryland,20814,101173,Mcpherson Square Branch,1/31/2005,38.90292109,-77.03304009,Montgomery,93.89118676,High
89,34742,EagleBank,9600 Blackwell Rd,Bethesda,Maryland,20814,161133,Shady Grove Branch,3/18/2002,39.10071401,-77.19326604,Montgomery,93.89118676,High
90,34742,EagleBank,2001 K St Nw,Bethesda,Maryland,20814,1894660,K Street Branch,5/22/2001,38.90336852,-77.04541673,Montgomery,93.89118676,High
91,34742,EagleBank,"7735 Old Georgetown Rd, Ste 100",Bethesda,Maryland,20814,784560,Bethesda Branch,3/1/2021,38.98749202,-77.09795198,Montgomery,93.89118676,High
92,34742,EagleBank,8245 Boone Blvd,Bethesda,Maryland,20814,231153,Tysons Branch,11/9/2009,38.91540019,-77.23257691,Montgomery,93.89118676,High
93,34742,EagleBank,"11166 Fairfax Blvd, Ste 100",Bethesda,Maryland,20814,339504,Fairfax Branch,11/21/2005,38.85587301,-77.32997597,Montgomery,93.89118676,High
94,34742,EagleBank,8677 Georgia Ave,Bethesda,Maryland,20814,172113,Silver Spring Branch,7/20/1998,38.997685,-77.02915399,Montgomery,93.89118676,High
95,32363,"Presidential Bank, FSB",1660 K St Nw,Bethesda,Maryland,20814,37320,1660 K Street Branch,6/30/1989,38.90219572,-77.03781325,Montgomery,93.89118676,High
96,34742,EagleBank,700 K St Nw Ste 60,Bethesda,Maryland,20814,97700,Gallery Place Branch,6/30/1989,38.9017884,-77.02230103,Montgomery,93.89118676,High
97,34742,EagleBank,12505 Park Potomac Ave,Bethesda,Maryland,20814,119573,Park Potomac Branch,11/2/2009,39.06017599,-77.156745,Montgomery,93.89118676,High
98,34742,EagleBank,"12300 Twinbrook Pkwy Ste 5476b, Suite 5476b",Bethesda,Maryland,20814,134069,Twinbrook Branch,9/10/2007,39.05912498,-77.12000804,Montgomery,93.89118676,High
99,34742,EagleBank,5480 Wisconsin Ave,Bethesda,Maryland,20814,88460,Chevy Chase Branch,5/15/2006,38.963234,-77.08750402,Montgomery,93.89118676,High
100,34742,EagleBank,7830 Old Georgetown Rd,Bethesda,Maryland,20814,4033891,Eaglebank,7/20/1998,38.987913,-77.100097,Montgomery,93.89118676,High
101,32363,"Presidential Bank, FSB",14 W Patrick St,Bethesda,Maryland,20814,16312,Frederick Branch,8/29/2022,39.413876,-77.41144899,Montgomery,93.89118676,High
102,32363,"Presidential Bank, FSB",21 Catoctin Cir Se,Bethesda,Maryland,20814,32447,Leesburg Branch,1/23/2006,39.10683599,-77.56642703,Montgomery,93.89118676,High
103,32363,"Presidential Bank, FSB","8150 Leesburg Pike, Ste 150",Bethesda,Maryland,20814,25804,Tysons Branch,10/27/2000,38.91641164,-77.22674965,Montgomery,93.89118676,High
104,32363,"Presidential Bank, FSB",11211 Reston Station Blvd,Bethesda,Maryland,20814,20936,Reston Branch,9/13/2000,38.94737535,-77.33337282,Montgomery,93.89118676,High
105,32363,"Presidential Bank, FSB",901 N Stuart St,Bethesda,Maryland,20814,14651,Arlington Branch,6/1/1999,38.88149699,-77.11124702,Montgomery,93.89118676,High
106,32363,"Presidential Bank, FSB",6707 Old Dominion Dr,Bethesda,Maryland,20814,24813,Mclean Branch,6/30/1997,38.93303953,-77.17596948,Montgomery,93.89118676,High
107,4865,Sandy Spring Bank,1 Catoctin Cir Ne,Olney,Maryland,20832,73731,Leesburg Office #007,12/7/2009,39.110728,-77.55478498,Montgomery,93.89118676,High
108,32363,"Presidential Bank, FSB",1515 Wilson Blvd,Bethesda,Maryland,20814,22574,Rosslyn Branch,10/13/1993,38.89514398,-77.074643,Montgomery,93.89118676,High
109,4865,Sandy Spring Bank,5250 Port Royal Rd,Olney,Maryland,20832,76593,Springfield Branch,5/1/2012,38.80904235,-77.22179879,Montgomery,93.89118676,High
110,57614,Forbright Bank,1700 Rockville Pike,Potomac,Maryland,20854,578635,Rockville Pike Branch,6/6/1983,39.06189801,-77.12268597,Montgomery,93.89118676,High
111,4865,Sandy Spring Bank,17801 Georgia Ave,Olney,Maryland,20832,3000296,Olney Georgia Avenue Branch,10/19/2007,39.14863201,-77.06580596,Montgomery,93.89118676,High
112,4865,Sandy Spring Bank,10329 Old Georgetown Rd,Olney,Maryland,20832,299834,Wildwood Branch,1/1/1966,39.02526901,-77.125136,Montgomery,93.89118676,High
113,4865,Sandy Spring Bank,20444 Exchange St Ste N109,Olney,Maryland,20832,63145,Ashburn Branch,2/10/2007,39.05037398,-77.45303304,Montgomery,93.89118676,High
114,4865,Sandy Spring Bank,13300 New Hampshire Ave,Olney,Maryland,20832,262390,Colesville Branch,11/1/1963,39.07368699,-77.00306197,Montgomery,93.89118676,High
115,4865,Sandy Spring Bank,704 Lisbon Center Dr,Olney,Maryland,20832,210127,Lisbon Community Branch,5/2/1990,39.349563,-77.06815599,Montgomery,93.89118676,High
116,4865,Sandy Spring Bank,7653 Lindbergh Dr,Olney,Maryland,20832,267448,Airpark Community Branch,11/1/1993,39.16846699,-77.15405298,Montgomery,93.89118676,High
117,4865,Sandy Spring Bank,484 N Frederick Ave,Olney,Maryland,20832,192580,Gaithersburg Square Branch,3/14/1988,39.14915601,-77.20851197,Montgomery,93.89118676,High
118,4865,Sandy Spring Bank,611 Rockville Pike,Olney,Maryland,20832,568631,Rockville Branch,4/29/1991,39.08022902,-77.14462099,Montgomery,93.89118676,High
119,4865,Sandy Spring Bank,3701 International Dr,Olney,Maryland,20832,55,Bedford Court Community Branch,8/10/1995,39.10354701,-77.074111,Montgomery,93.89118676,High
120,4865,Sandy Spring Bank,9921 Stedwick Rd,Olney,Maryland,20832,95181,Montgomery Village Community Branch,11/13/1995,39.17037098,-77.205656,Montgomery,93.89118676,High
121,4865,Sandy Spring Bank,14404 Baltimore Ave,Olney,Maryland,20832,117028,Laurel Lakes Community Branch,8/18/1997,39.08810704,-76.86048982,Montgomery,93.89118676,High
122,4865,Sandy Spring Bank,20930 Frederick Rd,Olney,Maryland,20832,153111,Milestone Community Branch,12/22/1997,39.20320499,-77.24878902,Montgomery,93.89118676,High
123,4865,Sandy Spring Bank,166 Jennifer Rd,Olney,Maryland,20832,272964,Jennifer Road Community Branch,5/18/1998,38.98865199,-76.53989903,Montgomery,93.89118676,High
124,4865,Sandy Spring Bank,116 Mitchells Chance Rd,Olney,Maryland,20832,163101,Edgewater Community Office,2/22/2000,38.93113298,-76.56626096,Montgomery,93.89118676,High
125,4865,Sandy Spring Bank,"7550 Wisconsin Ave, Ste 100",Olney,Maryland,20832,265275,Bethesda Branch,6/28/1983,38.98566799,-77.09483299,Montgomery,93.89118676,High
126,4865,Sandy Spring Bank,3535 Spencerville Rd,Olney,Maryland,20832,197826,Burtonsville Branch,8/24/1972,39.10752402,-76.93766996,Montgomery,93.89118676,High
127,4865,Sandy Spring Bank,8401 Colesville Rd,Olney,Maryland,20832,117265,Silver Spring Community Branch,12/11/2006,38.994923,-77.03158097,Montgomery,93.89118676,High
128,4865,Sandy Spring Bank,4001 Mountain Rd,Olney,Maryland,20832,150399,Pasadena Branch,12/19/1996,39.12295401,-76.51945398,Montgomery,93.89118676,High
129,4865,Sandy Spring Bank,1 Ashton Rd,Olney,Maryland,20832,152338,Ashton Branch,7/2/1979,39.14929305,-77.01227701,Montgomery,93.89118676,High
130,4865,Sandy Spring Bank,7405 Ritchie Hwy,Olney,Maryland,20832,137855,Glen Burnie Branch,12/19/1996,39.16640198,-76.62175201,Montgomery,93.89118676,High
131,4865,Sandy Spring Bank,"30 W Patrick St, Ste 101",Olney,Maryland,20832,248642,Downtown Frederick Branch,3/18/2002,39.41354001,-77.41201896,Montgomery,93.89118676,High
132,4865,Sandy Spring Bank,9910 Main St,Olney,Maryland,20832,222022,Fairfax Branch,8/10/1998,38.84385101,-77.28825203,Montgomery,93.89118676,High
133,4865,Sandy Spring Bank,14241 Layhill Rd,Olney,Maryland,20832,166378,Layhill Branch,6/21/1979,39.09033701,-77.04416204,Montgomery,93.89118676,High
134,4865,Sandy Spring Bank,8315 Ice Crystal Dr,Olney,Maryland,20832,114588,Fulton Branch,6/27/2005,39.14350099,-76.89848498,Montgomery,93.89118676,High
135,4865,Sandy Spring Bank,425 E Ridgeville Blvd,Olney,Maryland,20832,148400,Mt. Airy Branch,3/7/2005,39.36519998,-77.16099697,Montgomery,93.89118676,High
136,4865,Sandy Spring Bank,1003 W Patrick St,Olney,Maryland,20832,162606,40 West Branch,8/6/2003,39.41837201,-77.44083997,Montgomery,93.89118676,High
137,4865,Sandy Spring Bank,8921 Fingerboard Rd,Olney,Maryland,20832,98710,Urbana Branch,6/2/2003,39.324577,-77.348777,Montgomery,93.89118676,High
138,4865,Sandy Spring Bank,409 Russell Ave,Olney,Maryland,20832,39842,Asbury Branch,7/2/2001,39.14957401,-77.19672098,Montgomery,93.89118676,High
139,16820,The Bank of Glen Burnie,534 Ritchie Hwy,Glen Burnie,Maryland,21061,8874,Severna Park Branch,10/4/1999,39.07812998,-76.54722901,Anne Arundel,92.01399936,High
140,16820,The Bank of Glen Burnie,"Burwood Village Shopping Center, 7068 Baltimore Annapolis Boulevard",Glen Burnie,Maryland,21061,21133,Linthicum Branch,1/27/2005,39.16163,-76.632806,Anne Arundel,92.01399936,High
141,16820,The Bank of Glen Burnie,740 Stevenson Rd,Glen Burnie,Maryland,21061,38825,New Cut Branch,6/25/1975,39.125505,-76.64335804,Anne Arundel,92.01399936,High
142,28780,Arundel Federal Savings Bank,4179 Mountain Rd,Glen Burnie,Maryland,21061,98860,Mountain Road Branch,1/1/1905,39.12112902,-76.51529002,Anne Arundel,92.01399936,High
143,28780,Arundel Federal Savings Bank,655 Crain Hwy S,Glen Burnie,Maryland,21061,0,Arundel Federal Savings Bank,1/1/1906,39.15607099,-76.62935196,Anne Arundel,92.01399936,High
144,28780,Arundel Federal Savings Bank,2661 Riva Rd,Glen Burnie,Maryland,21061,39414,2661 Riva Road Branch,6/30/1986,38.973826,-76.55971897,Anne Arundel,92.01399936,High
145,28780,Arundel Federal Savings Bank,50 W Mckinsey Rd,Glen Burnie,Maryland,21061,33662,Severna Park Branch,7/27/1998,39.07302402,-76.54572597,Anne Arundel,92.01399936,High
146,28780,Arundel Federal Savings Bank,333 E Patapsco Ave,Glen Burnie,Maryland,21061,54654,Brooklyn Branch,6/30/1950,39.23706901,-76.60576202,Anne Arundel,92.01399936,High
147,16820,The Bank of Glen Burnie,1221 Generals Hwy,Glen Burnie,Maryland,21061,60825,Crownsville Banking Branch,11/14/1979,39.039808,-76.60367199,Anne Arundel,92.01399936,High
148,16820,The Bank of Glen Burnie,811 Reece Rd,Glen Burnie,Maryland,21061,33363,Severn Branch,6/12/1984,39.13627399,-76.68753603,Anne Arundel,92.01399936,High
149,27567,The Glen Burnie Mutual Savings Bank,1 Crain Hwy S,Glen Burnie,Maryland,21061,96186,The Glen Burnie Mutual Savings Bank,1896-05-05,39.163636,-76.62542697,Anne Arundel,92.01399936,High
150,16820,The Bank of Glen Burnie,7747 Fort Smallwood Road,Glen Burnie,Maryland,21061,37783,Riviera Beach Branch,10/9/1973,39.172521,-76.536399,Anne Arundel,92.01399936,High
151,16820,The Bank of Glen Burnie,101 Crain Hwy S,Glen Burnie,Maryland,21061,74054,The Bank Of Glen Burnie,8/17/1949,39.16262401,-76.62592301,Anne Arundel,92.01399936,High
152,16820,The Bank of Glen Burnie,Route 175 and Morgan Road,Glen Burnie,Maryland,21061,31047,Odenton Branch,11/12/1958,39.090154,-76.707527,Anne Arundel,92.01399936,High
153,5885,The Farmers Bank of Willards,28660 Dupont Blvd,Willards,Maryland,21874,44024,Millsboro Branch,3/1/2016,38.57570001,-75.287349,Wicomico,87.01877187,High
154,5885,The Farmers Bank of Willards,7233 Main St,Willards,Maryland,21874,126941,Willards Branch,8/21/1978,38.38809299,-75.35198596,Wicomico,87.01877187,High
